t,player_x,obs1_x,obs1_y,obs2_x,obs2_y,obs3_x,obs3_y
2.555,0.3020,0.5981,0.2289,0.7236,0.0815,-1,-1
2.619,0.2703,0.5981,0.2387,0.7236,0.0917,-1,-1
2.666,0.2466,0.5981,0.2460,0.7236,0.0992,-1,-1
2.714,0.2229,0.5981,0.2534,0.7236,0.1068,-1,-1
2.761,0.1990,0.5981,0.2608,0.7236,0.1145,-1,-1
2.809,0.1752,0.5981,0.2681,0.7236,0.1220,-1,-1
2.871,0.1443,0.5981,0.2777,0.7236,0.1319,-1,-1
2.918,0.1206,0.5981,0.2851,0.7236,0.1395,0.6778,-0.0110
2.964,0.0977,0.5981,0.2922,0.7236,0.1468,0.6778,-0.0034
3.011,0.0742,0.5981,0.2994,0.7236,0.1543,0.6778,0.0043
3.072,0.0500,0.5981,0.3088,0.7236,0.1640,0.6778,0.0143
3.119,0.0500,0.5981,0.3162,0.7236,0.1716,0.6778,0.0221
3.182,0.0500,0.5981,0.3259,0.7236,0.1816,0.6778,0.0324
3.228,0.0500,0.5981,0.3331,0.7236,0.1891,0.6778,0.0401
3.290,0.0500,0.5981,0.3427,0.7236,0.1989,0.6778,0.0502
3.352,0.0500,0.5981,0.3522,0.7236,0.2088,0.6778,0.0604
3.399,0.0500,0.5981,0.3595,0.7236,0.2163,0.6778,0.0681
3.445,0.0500,0.5981,0.3667,0.7236,0.2237,0.6778,0.0758
3.506,0.0500,0.5981,0.3762,0.7236,0.2335,0.6778,0.0858
3.568,0.0500,0.5981,0.3857,0.7236,0.2433,0.6778,0.0959
3.614,0.0500,0.5981,0.3929,0.7236,0.2507,0.6778,0.1036
3.661,0.0500,0.5981,0.4002,0.7236,0.2582,0.6778,0.1113
3.710,0.0500,0.5981,0.4077,0.7236,0.2660,0.6778,0.1193
3.772,0.0500,0.5981,0.4173,0.7236,0.2759,0.6778,0.1295
3.817,0.0500,0.5981,0.4244,0.7236,0.2832,0.6778,0.1370
3.865,0.0500,0.5981,0.4318,0.7236,0.2908,0.6778,0.1448
3.912,0.0500,0.5981,0.4390,0.7236,0.2983,0.6778,0.1525
3.973,0.0500,0.5981,0.4484,0.7236,0.3080,0.6778,0.1625
4.035,0.0500,0.5981,0.4582,0.7236,0.3180,0.6778,0.1729
4.083,0.0500,0.5981,0.4655,0.7236,0.3256,0.6778,0.1806
4.132,0.0500,0.5981,0.4731,0.7236,0.3334,0.6778,0.1887
4.194,0.0500,0.5981,0.4827,0.7236,0.3433,0.6778,0.1989
4.240,0.0500,0.5981,0.4899,0.7236,0.3508,0.6778,0.2065
4.287,0.0500,0.5981,0.4972,0.7236,0.3583,0.6778,0.2143
4.335,0.0500,0.5981,0.5045,0.7236,0.3659,0.6778,0.2221
4.397,0.0500,0.5981,0.5142,0.7236,0.3759,0.6778,0.2324
4.459,0.0500,0.5981,0.5238,0.7236,0.3857,0.6778,0.2425
4.506,0.0500,0.5981,0.5311,0.7236,0.3932,0.6778,0.2503
4.568,0.0500,0.5981,0.5408,0.7236,0.4032,0.6778,0.2605
4.630,0.0500,0.5981,0.5503,0.7236,0.4130,0.6778,0.2706
4.678,0.0500,0.5981,0.5577,0.7236,0.4207,0.6778,0.2785
4.725,0.0500,0.5981,0.5650,0.7236,0.4282,0.6778,0.2863
4.788,0.0500,0.5981,0.5747,0.7236,0.4382,0.6778,0.2966
4.834,0.0500,0.5981,0.5819,0.7236,0.4456,0.6778,0.3042
4.880,0.0500,0.5981,0.5891,0.7236,0.4531,0.6778,0.3119
4.941,0.0500,0.5981,0.5985,0.7236,0.4628,0.6778,0.3219
5.004,0.0500,0.5981,0.6083,0.7236,0.4728,0.6778,0.3322
5.051,0.0500,0.5981,0.6156,0.7236,0.4804,0.6778,0.3400
5.114,0.0500,0.5981,0.6254,0.7236,0.4905,0.6778,0.3504
5.161,0.0500,0.5981,0.6326,0.7236,0.4979,0.6778,0.3581
5.224,0.0500,0.5981,0.6423,0.7236,0.5079,0.6778,0.3683
5.285,0.0500,0.5981,0.6517,0.7236,0.5176,0.6778,0.3784
5.332,0.0500,0.5981,0.6590,0.7236,0.5252,0.6778,0.3861
5.394,0.0500,0.5981,0.6687,0.7236,0.5351,0.6778,0.3964
5.441,0.0500,0.5981,0.6760,0.7236,0.5427,0.6778,0.4042
5.502,0.0500,0.5981,0.6855,0.7236,0.5524,0.6778,0.4142
5.549,0.0500,0.5981,0.6927,0.7236,0.5599,0.6778,0.4219
5.596,0.0500,0.5981,0.7000,0.7236,0.5674,0.6778,0.4296
5.657,0.0500,0.5981,0.7095,0.7236,0.5772,0.6778,0.4397
5.719,0.0500,0.5981,0.7191,0.7236,0.5871,0.6778,0.4499
5.782,0.0659,0.5981,0.7287,0.7236,0.5971,0.6778,0.4601
5.829,0.0659,0.5981,0.7360,0.7236,0.6046,0.6778,0.4678
5.891,0.0741,0.5981,0.7457,0.7236,0.6146,0.6778,0.4782
5.953,0.0896,0.5981,0.7553,0.7236,0.6245,0.6778,0.4884
6.000,0.0978,0.5981,0.7625,0.7236,0.6319,0.6778,0.4960
6.046,0.1127,0.5981,0.7697,0.7236,0.6393,0.6778,0.5036
6.093,0.1127,0.5981,0.7770,0.7236,0.6468,0.6778,0.5113
6.154,0.1278,0.5981,0.7865,0.7236,0.6566,0.6778,0.5215
6.217,0.1278,0.5981,0.7961,0.7236,0.6666,0.6778,0.5317
6.279,0.1432,0.5981,0.8058,0.7236,0.6765,0.6778,0.5419
6.341,0.1432,0.5981,0.8155,0.7236,0.6865,0.6778,0.5522
6.404,0.1588,0.5981,0.8251,0.7236,0.6965,0.6778,0.5625
6.450,0.1588,0.5981,0.8324,0.7236,0.7039,0.6778,0.5702
6.513,0.1744,0.5981,0.8420,0.7236,0.7139,0.6778,0.5804
6.574,0.1744,0.5981,0.8516,0.7236,0.7237,0.6778,0.5905
6.622,0.1899,0.5981,0.8589,0.7236,0.7313,0.6778,0.5983
6.684,0.1899,0.5981,0.8686,0.7236,0.7413,0.6778,0.6086
6.732,0.1899,0.5981,0.8760,0.7236,0.7489,0.6778,0.6165
6.794,0.2054,0.5981,0.8855,0.7236,0.7588,0.6778,0.6266
6.855,0.2054,0.5981,0.8950,0.7236,0.7685,0.6778,0.6366
6.916,0.2054,0.5981,0.9046,0.7236,0.7784,0.6778,0.6468
6.978,0.2054,0.5981,0.9141,0.7236,0.7883,0.6778,0.6570
7.025,0.2136,0.5981,0.9214,0.7236,0.7957,0.6778,0.6646
7.072,0.2136,0.5981,0.9287,0.7236,0.8033,0.6778,0.6724
7.119,0.2136,0.5981,0.9359,0.7236,0.8107,0.6778,0.6801
7.180,0.2136,0.5981,0.9455,0.7236,0.8206,0.6778,0.6902
7.227,0.2217,0.5981,0.9526,0.7236,0.8280,0.6778,0.6979
7.274,0.2217,0.5981,0.9599,0.7236,0.8355,0.6778,0.7056
7.322,0.2217,0.5981,0.9674,0.7236,0.8432,0.6778,0.7135
7.383,0.2217,0.5981,0.9768,0.7236,0.8529,0.6778,0.7235
7.429,0.2217,0.5981,0.9840,0.7236,0.8604,0.6778,0.7312
7.475,0.2217,0.5981,0.9912,0.7236,0.8677,0.6778,0.7388
7.521,0.2217,0.5981,0.9983,0.7236,0.8751,0.6778,0.7463
7.568,0.2217,0.5981,1.0056,0.7236,0.8826,0.6778,0.7541
7.615,0.2217,0.5981,1.0128,0.7236,0.8901,0.6778,0.7618
7.661,0.2217,0.7236,0.8974,0.6778,0.7693,0.8483,0.6315
7.708,0.2298,0.7236,0.9048,0.6778,0.7770,0.8483,0.6394
7.755,0.2380,0.7236,0.9124,0.6778,0.7847,0.8483,0.6474
7.802,0.2380,0.7236,0.9198,0.6778,0.7924,0.8483,0.6553
7.863,0.2532,0.7236,0.9296,0.6778,0.8025,0.8483,0.6656
7.912,0.2532,0.7236,0.9374,0.6778,0.8105,0.8483,0.6739
7.959,0.2532,0.7236,0.9450,0.6778,0.8183,0.8483,0.6819
8.006,0.2685,0.7236,0.9525,0.6778,0.8260,0.8483,0.6898
8.053,0.2685,0.7236,0.9600,0.6778,0.8337,0.8483,0.6978
8.100,0.2685,0.7236,0.9675,0.6778,0.8415,0.8483,0.7058
8.161,0.2685,0.7236,0.9773,0.6778,0.8516,0.8483,0.7161
8.208,0.2767,0.7236,0.9847,0.6778,0.8592,0.8483,0.7240
8.255,0.2767,0.7236,0.9923,0.6778,0.8671,0.8483,0.7320
8.303,0.2767,0.7236,0.9999,0.6778,0.8749,0.8483,0.7400
8.366,0.2848,0.7236,1.0100,0.6778,0.8852,0.8483,0.7507
8.412,0.2848,0.7236,1.0174,0.6778,0.8929,0.8483,0.7586
8.477,0.2848,0.6778,0.9035,0.8483,0.7694,0.7957,0.6330
8.525,0.2848,0.6778,0.9113,0.8483,0.7776,0.7957,0.6413
8.571,0.2848,0.6778,0.9190,0.8483,0.7855,0.7957,0.6494
8.619,0.2848,0.6778,0.9268,0.8483,0.7935,0.7957,0.6577
8.665,0.2848,0.6778,0.9345,0.8483,0.8014,0.7957,0.6657
8.727,0.2848,0.6778,0.9447,0.8483,0.8118,0.7957,0.6765
8.775,0.2848,0.6778,0.9525,0.8483,0.8199,0.7957,0.6848
8.821,0.2848,0.6778,0.9602,0.8483,0.8278,0.7957,0.6929
8.884,0.2848,0.6778,0.9705,0.8483,0.8384,0.7957,0.7037
8.931,0.2848,0.6778,0.9782,0.8483,0.8463,0.7957,0.7119
8.993,0.2848,0.6778,0.9883,0.8483,0.8567,0.7957,0.7226
9.040,0.2848,0.6778,0.9961,0.8483,0.8647,0.7957,0.7308
9.086,0.2848,0.6778,1.0036,0.8483,0.8725,0.7957,0.7387
9.132,0.2848,0.6778,1.0114,0.8483,0.8804,0.7957,0.7469
9.195,0.2848,0.8483,0.8909,0.7957,0.7577,0.0902,0.6173
9.242,0.2613,0.8483,0.8989,0.7957,0.7658,0.0902,0.6257
9.304,0.2299,0.8483,0.9095,0.7957,0.7768,0.0902,0.6369
9.366,0.1989,0.8483,0.9200,0.7957,0.7875,0.0902,0.6479
9.414,0.1753,0.8483,0.9280,0.7957,0.7957,0.0902,0.6564
9.475,0.1446,0.8483,0.9383,0.7957,0.8064,0.0902,0.6673
9.537,0.1138,0.8483,0.9488,0.7957,0.8171,0.0902,0.6783
9.598,0.0829,0.8483,0.9592,0.7957,0.8278,0.0902,0.6893
9.646,0.0592,0.8483,0.9672,0.7957,0.8360,0.0902,0.6977
9.707,0.0500,0.8483,0.9776,0.7957,0.8466,0.0902,0.7086
9.769,0.0500,0.8483,0.9881,0.7957,0.8575,0.0902,0.7198
9.831,0.0500,0.8483,0.9986,0.7957,0.8683,0.0902,0.7308
9.878,0.0500,0.8483,1.0066,0.7957,0.8764,0.0902,0.7392
9.926,0.0500,0.8483,1.0146,0.7957,0.8847,0.0902,0.7476
9.988,0.0653,0.7957,0.8956,0.0902,0.7588,0.5360,0.6163
10.051,0.0967,0.7957,0.9065,0.0902,0.7701,0.5360,0.6278
10.098,0.1200,0.7957,0.9146,0.0902,0.7783,0.5360,0.6363
10.145,0.1436,0.7957,0.9228,0.0902,0.7868,0.5360,0.6450
10.208,0.1748,0.7957,0.9336,0.0902,0.7979,0.5360,0.6564
10.268,0.2052,0.7957,0.9442,0.0902,0.8087,0.5360,0.6675
10.314,0.2282,0.7957,0.9522,0.0902,0.8169,0.5360,0.6759
10.362,0.2518,0.7957,0.9604,0.0902,0.8254,0.5360,0.6845
10.408,0.2748,0.7957,0.9684,0.0902,0.8336,0.5360,0.6929
10.455,0.2748,0.7957,0.9766,0.0902,0.8420,0.5360,0.7015
10.502,0.2748,0.7957,0.9847,0.0902,0.8503,0.5360,0.7101
10.563,0.2748,0.7957,0.9953,0.0902,0.8612,0.5360,0.7213
10.609,0.2748,0.7957,1.0035,0.0902,0.8696,0.5360,0.7298
10.657,0.2748,0.7957,1.0117,0.0902,0.8780,0.5360,0.7384
10.704,0.2748,0.0902,0.8863,0.5360,0.7470,0.7280,0.6024
10.766,0.2748,0.0902,0.8974,0.5360,0.7583,0.7280,0.6141
10.829,0.2748,0.0902,0.9088,0.5360,0.7700,0.7280,0.6260
10.877,0.2748,0.0902,0.9173,0.5360,0.7787,0.7280,0.6349
10.924,0.2748,0.0902,0.9256,0.5360,0.7873,0.7280,0.6437
10.985,0.2748,0.0902,0.9366,0.5360,0.7985,0.7280,0.6552
11.034,0.2748,0.0902,0.9453,0.5360,0.8075,0.7280,0.6643
11.096,0.2748,0.0902,0.9563,0.5360,0.8187,0.7280,0.6758
11.159,0.2748,0.0902,0.9674,0.5360,0.8301,0.7280,0.6876
11.205,0.2748,0.0902,0.9757,0.5360,0.8386,0.7280,0.6963
11.268,0.2748,0.0902,0.9869,0.5360,0.8501,0.7280,0.7080
11.317,0.2748,0.0902,0.9957,0.5360,0.8591,0.7280,0.7172
11.377,0.2748,0.0902,1.0063,0.5360,0.8700,0.7280,0.7284
11.425,0.2748,0.0902,1.0149,0.5360,0.8788,0.7280,0.7373
11.471,0.2748,0.5360,0.8872,0.7280,0.7460,0.2148,0.6023
11.531,0.2748,0.5360,0.8982,0.7280,0.7572,0.2148,0.6138
11.592,0.2748,0.5360,0.9094,0.7280,0.7687,0.2148,0.6255
11.639,0.2748,0.5360,0.9180,0.7280,0.7775,0.2148,0.6345
11.686,0.2748,0.5360,0.9265,0.7280,0.7862,0.2148,0.6434
11.748,0.2594,0.5360,0.9379,0.7280,0.7979,0.2148,0.6553
11.796,0.2357,0.5360,0.9466,0.7280,0.8067,0.2148,0.6644
11.843,0.2122,0.5360,0.9552,0.7280,0.8156,0.2148,0.6734
11.903,0.1823,0.5360,0.9661,0.7280,0.8267,0.2148,0.6849
11.964,0.1514,0.5360,0.9774,0.7280,0.8383,0.2148,0.6967
12.027,0.1200,0.5360,0.9888,0.7280,0.8500,0.2148,0.7087
12.091,0.0879,0.5360,1.0006,0.7280,0.8620,0.2148,0.7210
12.154,0.0564,0.5360,1.0121,0.7280,0.8738,0.2148,0.7330
12.202,0.0500,0.7280,0.8828,0.2148,0.7421,0.5639,0.5961
12.249,0.0735,0.7280,0.8915,0.2148,0.7511,0.5639,0.6053
12.296,0.0972,0.7280,0.9004,0.2148,0.7602,0.5639,0.6145
12.358,0.1277,0.7280,0.9118,0.2148,0.7719,0.5639,0.6265
12.420,0.1589,0.7280,0.9235,0.2148,0.7838,0.5639,0.6387
12.467,0.1823,0.7280,0.9323,0.2148,0.7928,0.5639,0.6478
12.513,0.2057,0.7280,0.9410,0.2148,0.8017,0.5639,0.6570
12.561,0.2057,0.7280,0.9499,0.2148,0.8108,0.5639,0.6662
12.608,0.2057,0.7280,0.9587,0.2148,0.8198,0.5639,0.6754
12.669,0.2057,0.7280,0.9702,0.2148,0.8315,0.5639,0.6874
12.731,0.2057,0.7280,0.9818,0.2148,0.8434,0.5639,0.6995
12.779,0.2057,0.7280,0.9907,0.2148,0.8525,0.5639,0.7088
12.843,0.2057,0.7280,1.0026,0.2148,0.8647,0.5639,0.7213
12.904,0.2057,0.7280,1.0140,0.2148,0.8764,0.5639,0.7332
12.950,0.2057,0.2148,0.8853,0.5639,0.7423,0.4014,0.5943
12.997,0.2057,0.2148,0.8942,0.5639,0.7515,0.4014,0.6036
13.045,0.2057,0.2148,0.9033,0.5639,0.7608,0.4014,0.6131
13.092,0.2057,0.2148,0.9123,0.5639,0.7700,0.4014,0.6225
13.154,0.2057,0.5639,0.7822,0.4014,0.6350,0.7852,0.4862
13.200,0.2057,0.5639,0.7912,0.4014,0.6442,0.7852,0.4956
13.248,0.2057,0.5639,0.8005,0.4014,0.6537,0.7852,0.5053
13.309,0.2057,0.5639,0.8125,0.4014,0.6659,0.7852,0.5177
13.356,0.2057,0.5639,0.8215,0.4014,0.6751,0.7852,0.5272
13.417,0.2057,0.5639,0.8336,0.4014,0.6874,0.7852,0.5397
13.464,0.2057,0.5639,0.8427,0.4014,0.6968,0.7852,0.5493
13.527,0.2057,0.5639,0.8550,0.4014,0.7094,0.7852,0.5621
13.573,0.2057,0.5639,0.8641,0.4014,0.7186,0.7852,0.5715
13.621,0.2057,0.5639,0.8733,0.4014,0.7280,0.7852,0.5811
13.683,0.2057,0.5639,0.8856,0.4014,0.7405,0.7852,0.5939
13.730,0.2057,0.5639,0.8947,0.4014,0.7499,0.7852,0.6034
13.777,0.2057,0.5639,0.9039,0.4014,0.7593,0.7852,0.6130
13.839,0.2057,0.5639,0.9160,0.4014,0.7716,0.7852,0.6255
13.886,0.2057,0.5639,0.9252,0.4014,0.7810,0.7852,0.6351
13.948,0.2057,0.5639,0.9374,0.4014,0.7934,0.7852,0.6478
13.995,0.2057,0.5639,0.9466,0.4014,0.8028,0.7852,0.6574
14.057,0.2057,0.5639,0.9585,0.4014,0.8150,0.7852,0.6698
14.119,0.2057,0.5639,0.9707,0.4014,0.8275,0.7852,0.6825
14.182,0.2057,0.5639,0.9830,0.4014,0.8400,0.7852,0.6953
14.228,0.2057,0.5639,0.9921,0.4014,0.8493,0.7852,0.7048
14.291,0.2057,0.5639,1.0043,0.4014,0.8618,0.7852,0.7175
14.338,0.2057,0.5639,1.0136,0.4014,0.8713,0.7852,0.7272
14.386,0.2057,0.4014,0.8807,0.7852,0.7368,0.2566,0.5861
14.446,0.2057,0.4014,0.8928,0.7852,0.7492,0.2566,0.5987
14.493,0.2057,0.4014,0.9022,0.7852,0.7587,0.2566,0.6084
14.555,0.2057,0.4014,0.9145,0.7852,0.7713,0.2566,0.6212
14.602,0.2057,0.4014,0.9238,0.7852,0.7808,0.2566,0.6309
14.664,0.2057,0.4014,0.9362,0.7852,0.7934,0.2566,0.6437
14.726,0.2057,0.4014,0.9485,0.7852,0.8060,0.2566,0.6566
14.772,0.2057,0.4014,0.9579,0.7852,0.8155,0.2566,0.6663
14.835,0.2057,0.4014,0.9704,0.7852,0.8283,0.2566,0.6793
14.881,0.2057,0.4014,0.9796,0.7852,0.8377,0.2566,0.6890
14.929,0.1822,0.4014,0.9890,0.7852,0.8473,0.2566,0.6987
14.976,0.1585,0.4014,0.9985,0.7852,0.8569,0.2566,0.7085
15.023,0.1352,0.4014,1.0078,0.7852,0.8664,0.2566,0.7182
15.070,0.1116,0.4014,1.0172,0.7852,0.8760,0.2566,0.7280
15.117,0.1190,0.7852,0.8857,0.2566,0.7379,0.7848,0.5874
15.179,0.1498,0.7852,0.8983,0.2566,0.7507,0.7848,0.6004
15.241,0.1809,0.7852,0.9109,0.2566,0.7636,0.7848,0.6136
15.304,0.2122,0.7852,0.9237,0.2566,0.7766,0.7848,0.6268
15.364,0.2424,0.7852,0.9360,0.2566,0.7891,0.7848,0.6396
15.411,0.2661,0.7852,0.9456,0.2566,0.7989,0.7848,0.6496
15.459,0.2897,0.7852,0.9552,0.2566,0.8087,0.7848,0.6596
15.520,0.3205,0.7852,0.9677,0.2566,0.8215,0.7848,0.6726
15.568,0.3205,0.7852,0.9774,0.2566,0.8314,0.7848,0.6826
15.629,0.3205,0.7852,0.9899,0.2566,0.8441,0.7848,0.6955
15.692,0.3205,0.7852,1.0026,0.2566,0.8571,0.7848,0.7088
15.738,0.3205,0.7852,1.0120,0.2566,0.8666,0.7848,0.7185
15.784,0.3205,0.2566,0.8763,0.7848,0.7284,0.3350,0.5809
15.831,0.3205,0.2566,0.8860,0.7848,0.7383,0.3350,0.5910
15.878,0.3205,0.2566,0.8957,0.7848,0.7481,0.3350,0.6010
15.924,0.3205,0.2566,0.9054,0.7848,0.7580,0.3350,0.6110
15.986,0.3205,0.2566,0.9182,0.7848,0.7711,0.3350,0.6243
16.049,0.3437,0.7848,0.7843,0.3350,0.6378,0.1145,0.4887
16.096,0.3673,0.7848,0.7943,0.3350,0.6480,0.1145,0.4990
16.158,0.3980,0.7848,0.8073,0.3350,0.6612,0.1145,0.5124
16.204,0.4214,0.7848,0.8171,0.3350,0.6713,0.1145,0.5227
16.251,0.4449,0.7848,0.8271,0.3350,0.6814,0.1145,0.5329
16.298,0.4683,0.7848,0.8370,0.3350,0.6914,0.1145,0.5432
16.345,0.4916,0.7848,0.8468,0.3350,0.7015,0.1145,0.5534
16.407,0.5229,0.7848,0.8600,0.3350,0.7149,0.1145,0.5671
16.470,0.5544,0.7848,0.8734,0.3350,0.7285,0.1145,0.5809
16.518,0.5781,0.7848,0.8834,0.3350,0.7387,0.1145,0.5912
16.580,0.6090,0.7848,0.8964,0.3350,0.7520,0.1145,0.6047
16.627,0.6247,0.7848,0.9065,0.3350,0.7623,0.1145,0.6152
16.675,0.6247,0.7848,0.9165,0.3350,0.7724,0.1145,0.6255
16.736,0.6247,0.7848,0.9294,0.3350,0.7855,0.1145,0.6389
16.798,0.6247,0.7848,0.9426,0.3350,0.7990,0.1145,0.6525
16.859,0.6247,0.7848,0.9556,0.3350,0.8122,0.1145,0.6660
16.906,0.6247,0.7848,0.9653,0.3350,0.8221,0.1145,0.6761
16.953,0.6247,0.7848,0.9753,0.3350,0.8322,0.1145,0.6864
17.014,0.6092,0.7848,0.9883,0.3350,0.8455,0.1145,0.6999
17.062,0.5853,0.7848,0.9984,0.3350,0.8557,0.1145,0.7103
17.123,0.5548,0.7848,1.0113,0.3350,0.8689,0.1145,0.7237
17.170,0.5315,0.3350,0.8789,0.1145,0.7338,0.1925,0.5834
17.218,0.5555,0.3350,0.8892,0.1145,0.7443,0.1925,0.5941
17.278,0.5859,0.3350,0.9023,0.1145,0.7576,0.1925,0.6076
17.341,0.6170,0.3350,0.9157,0.1145,0.7712,0.1925,0.6215
17.388,0.6325,0.3350,0.9259,0.1145,0.7817,0.1925,0.6321
17.435,0.6325,0.3350,0.9360,0.1145,0.7919,0.1925,0.6425
17.482,0.6325,0.3350,0.9462,0.1145,0.8023,0.1925,0.6530
17.529,0.6325,0.3350,0.9561,0.1145,0.8124,0.1925,0.6633
17.590,0.6325,0.3350,0.9693,0.1145,0.8258,0.1925,0.6769
17.636,0.6325,0.3350,0.9793,0.1145,0.8360,0.1925,0.6873
17.699,0.6325,0.3350,0.9927,0.1145,0.8496,0.1925,0.7012
17.745,0.6325,0.3350,1.0027,0.1145,0.8598,0.1925,0.7115
17.807,0.6173,0.3350,1.0161,0.1145,0.8733,0.1925,0.7253
17.854,0.6245,0.1145,0.8837,0.1925,0.7358,0.2586,0.5861
17.916,0.6550,0.1145,0.8971,0.1925,0.7494,0.2586,0.5999
17.963,0.6786,0.1145,0.9074,0.1925,0.7599,0.2586,0.6105
18.026,0.7101,0.1145,0.9212,0.1925,0.7739,0.2586,0.6248
18.073,0.7101,0.1145,0.9314,0.1925,0.7844,0.2586,0.6354
18.119,0.7101,0.1145,0.9416,0.1925,0.7947,0.2586,0.6459
18.166,0.7101,0.1145,0.9518,0.1925,0.8050,0.2586,0.6564
18.213,0.7101,0.1145,0.9621,0.1925,0.8155,0.2586,0.6670
18.272,0.7101,0.1145,0.9752,0.1925,0.8288,0.2586,0.6806
18.334,0.7101,0.1145,0.9885,0.1925,0.8424,0.2586,0.6944
18.395,0.7101,0.1145,1.0020,0.1925,0.8561,0.2586,0.7083
18.458,0.7101,0.1145,1.0157,0.1925,0.8701,0.2586,0.7225
18.504,0.6951,0.1925,0.8804,0.2586,0.7330,0.9596,0.5839
18.566,0.6645,0.1925,0.8940,0.2586,0.7468,0.9596,0.5980
18.613,0.6406,0.1925,0.9046,0.2586,0.7576,0.9596,0.6089
18.675,0.6095,0.1925,0.9184,0.2586,0.7716,0.9596,0.6232
18.723,0.5857,0.1925,0.9290,0.2586,0.7824,0.9596,0.6341
18.784,0.5550,0.1925,0.9427,0.2586,0.7963,0.9596,0.6482
18.832,0.5312,0.1925,0.9533,0.2586,0.8070,0.9596,0.6591
18.879,0.5078,0.1925,0.9637,0.2586,0.8176,0.9596,0.6699
18.926,0.4841,0.1925,0.9742,0.2586,0.8283,0.9596,0.6807
18.987,0.4537,0.1925,0.9878,0.2586,0.8421,0.9596,0.6947
19.034,0.4304,0.1925,0.9981,0.2586,0.8526,0.9596,0.7054
19.095,0.3998,0.1925,1.0117,0.2586,0.8665,0.9596,0.7195
19.142,0.3763,0.2586,0.8771,0.9596,0.7302,0.7393,0.5852
19.189,0.3763,0.2586,0.8878,0.9596,0.7411,0.7393,0.5962
19.252,0.3763,0.2586,0.9019,0.9596,0.7555,0.7393,0.6108
19.299,0.3763,0.2586,0.9126,0.9596,0.7663,0.7393,0.6218
19.345,0.3763,0.2586,0.9231,0.9596,0.7769,0.7393,0.6326
19.409,0.3763,0.2586,0.9374,0.9596,0.7915,0.7393,0.6474
19.456,0.3763,0.2586,0.9480,0.9596,0.8023,0.7393,0.6583
19.503,0.3763,0.2586,0.9587,0.9596,0.8131,0.7393,0.6693
19.564,0.3763,0.2586,0.9725,0.9596,0.8271,0.7393,0.6835
19.611,0.3763,0.2586,0.9831,0.9596,0.8378,0.7393,0.6944
19.675,0.3763,0.2586,0.9976,0.9596,0.8526,0.7393,0.7094
19.737,0.3763,0.2586,1.0116,0.9596,0.8668,0.7393,0.7238
19.784,0.3763,0.9596,0.8775,0.7393,0.7347,0.5009,0.5874
19.845,0.3455,0.9596,0.8916,0.7393,0.7490,0.5009,0.6020
19.893,0.3299,0.9596,0.9025,0.7393,0.7600,0.5009,0.6132
19.940,0.3145,0.9596,0.9133,0.7393,0.7710,0.5009,0.6243
19.987,0.3064,0.9596,0.9241,0.7393,0.7820,0.5009,0.6354
20.035,0.2902,0.9596,0.9353,0.7393,0.7933,0.5009,0.6469
20.098,0.2749,0.9596,0.9496,0.7393,0.8078,0.5009,0.6616
20.145,0.2512,0.9596,0.9605,0.7393,0.8189,0.5009,0.6728
20.192,0.2357,0.9596,0.9713,0.7393,0.8299,0.5009,0.6840
20.253,0.2206,0.9596,0.9853,0.7393,0.8440,0.5009,0.6984
20.316,0.1893,0.9596,0.9996,0.7393,0.8586,0.5009,0.7132
20.378,0.1738,0.9596,1.0138,0.7393,0.8730,0.5009,0.7278
20.425,0.1584,0.7393,0.8840,0.5009,0.7389,0.4864,0.5899
20.471,0.1584,0.7393,0.8949,0.5009,0.7499,0.4864,0.6010
20.533,0.1584,0.7393,0.9091,0.5009,0.7644,0.4864,0.6157
20.594,0.1584,0.7393,0.9235,0.5009,0.7790,0.4864,0.6305
20.641,0.1584,0.7393,0.9343,0.5009,0.7900,0.4864,0.6416
20.705,0.1584,0.7393,0.9491,0.5009,0.8050,0.4864,0.6569
20.768,0.1584,0.7393,0.9638,0.5009,0.8199,0.4864,0.6720
20.830,0.1584,0.7393,0.9784,0.5009,0.8346,0.4864,0.6869
20.878,0.1584,0.7393,0.9895,0.5009,0.8459,0.4864,0.6984
20.924,0.1584,0.7393,1.0003,0.5009,0.8569,0.4864,0.7095
20.985,0.1584,0.7393,1.0146,0.5009,0.8714,0.4864,0.7242
21.048,0.1584,0.5009,0.8861,0.4864,0.7391,0.7824,0.5916
21.111,0.1584,0.5009,0.9010,0.4864,0.7543,0.7824,0.6069
21.159,0.1584,0.5009,0.9122,0.4864,0.7657,0.7824,0.6184
21.205,0.1584,0.5009,0.9233,0.4864,0.7769,0.7824,0.6298
21.254,0.1584,0.5009,0.9348,0.4864,0.7886,0.7824,0.6417
21.315,0.1736,0.5009,0.9493,0.4864,0.8033,0.7824,0.6566
21.363,0.1736,0.5009,0.9604,0.4864,0.8145,0.7824,0.6680
21.425,0.1736,0.5009,0.9752,0.4864,0.8295,0.7824,0.6831
21.471,0.1818,0.5009,0.9862,0.4864,0.8406,0.7824,0.6944
21.518,0.1818,0.5009,0.9973,0.4864,0.8519,0.7824,0.7058
21.581,0.1818,0.5009,1.0121,0.4864,0.8669,0.7824,0.7210
21.643,0.1970,0.4864,0.8817,0.7824,0.7360,0.7514,0.5887
21.690,0.1970,0.4864,0.8929,0.7824,0.7474,0.7514,0.6002
